"","RouteID","StartDestName","EndDestName","CarJourneys","","","StartDestID","EndDestID","CarTarvellers","BusJourneys","BusTarvellers","FootJourneys","FootTarvellers","BoatJourneys","BoatTarvellers","CycleJourneys","CycleTarvellers","TrainJourneys","TrainTarvellers","MotorbikeJourneys","MotorbikeTravellers","TotalJourneys","TotalTravellers"
"341","B33334-33474","Grasmere","Dent",1,0.000685400959561343,0.74914324880055,33334,33474,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"342","B33334-33475","Grasmere","Preston",1,0.000685400959561343,0.749828649760112,33334,33475,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"343","B33334-33487","Grasmere","Newcastle",1,0.000685400959561343,0.750514050719673,33334,33487,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"344","B33334-33517","Grasmere","Whittington",1,0.000685400959561343,0.751199451679234,33334,33517,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"345","B33334-33522","Grasmere","Cheshire",1,0.000685400959561343,0.751884852638796,33334,33522,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"346","B33334-33540","Grasmere","Kirkstone Pass",1,0.000685400959561343,0.752570253598357,33334,33540,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5
"347","B33334-33547","Grasmere","Warrington",1,0.000685400959561343,0.753255654557918,33334,33547,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"348","B33334-33554","Grasmere","Catbells, Manesty",1,0.000685400959561343,0.75394105551748,33334,33554,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"349","B33334-33562","Grasmere","Wasdale",1,0.000685400959561343,0.754626456477041,33334,33562,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"350","B33334-33570","Grasmere","Cockermouth",1,0.000685400959561343,0.755311857436603,33334,33570,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"351","B33334-33571","Grasmere","Brigham",1,0.000685400959561343,0.755997258396164,33334,33571,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"352","B33334-33588","Grasmere","Aira Force, Dockray",1,0.000685400959561343,0.756682659355725,33334,33588,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"353","B33334-33589","Grasmere","Carlisle",1,0.000685400959561343,0.757368060315287,33334,33589,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"354","B33334-33595","Grasmere","Eskdale Green",1,0.000685400959561343,0.758053461274848,33334,33595,2,0,0,4,16,0,0,0,0,0,0,0,0,5,18
"355","B33334-33615","Grasmere","East Marton, Skipton",1,0.000685400959561343,0.758738862234409,33334,33615,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"356","B33334-33628","Grasmere","Manchester",1,0.000685400959561343,0.759424263193971,33334,33628,1,1,1,0,0,0,0,0,0,1,1,0,0,2,2
"357","B33334-33631","Grasmere","Whitehaven",1,0.000685400959561343,0.760109664153532,33334,33631,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"358","B33334-33635","Grasmere","Yarm",1,0.000685400959561343,0.760795065113094,33334,33635,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"359","B33334-33640","Grasmere","Brockhole",1,0.000685400959561343,0.761480466072655,33334,33640,2,1,2,0,0,0,0,0,0,0,0,0,0,2,4
"360","B33338-33510","Little Langdale Tarn, Little Langdale","Ambleside",1,0.000685400959561343,0.762165867032216,33338,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"361","B33340-33353","Skelwith Bridge","Elterwater",1,0.000685400959561343,0.762851267991778,33340,33353,3,1,1,5,15,0,0,0,0,0,0,0,0,5,15
"362","B33340-33358","Skelwith Bridge","Low Arnside, Coniston",1,0.000685400959561343,0.763536668951339,33340,33358,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"363","B33340-33364","Skelwith Bridge","Langdales",1,0.000685400959561343,0.7642220699109,33340,33364,3,0,0,10,36,0,0,0,0,0,0,0,0,11,39
"364","B33340-33399","Skelwith Bridge","Grange, Keswick",1,0.000685400959561343,0.764907470870462,33340,33399,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"365","B33340-33453","Skelwith Bridge","Ullswater",1,0.000685400959561343,0.765592871830023,33340,33453,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"366","B33340-33470","Skelwith Bridge","Waterhead",1,0.000685400959561343,0.766278272789585,33340,33470,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"367","B33340-33499","Skelwith Bridge","Rugby",1,0.000685400959561343,0.766963673749146,33340,33499,6,0,0,1,6,0,0,0,0,0,0,0,0,1,6
"368","B33340-33602","Skelwith Bridge","Castle Crag",1,0.000685400959561343,0.767649074708707,33340,33602,4,0,0,1,4,0,0,0,0,0,0,0,0,1,4
"369","B33343-33355","Loughrigg Fell, Loughrigg","Old Dungeon Ghyll",1,0.000685400959561343,0.768334475668269,33343,33355,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"370","B33343-33467","Loughrigg Fell, Loughrigg","Wray Castle",1,0.000685400959561343,0.76901987662783,33343,33467,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"371","B33344-33364","White Moss, Rydal","Langdales",1,0.000685400959561343,0.769705277587391,33344,33364,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"372","B33344-33431","White Moss, Rydal","Windermere",1,0.000685400959561343,0.770390678546953,33344,33431,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"373","B33344-33434","White Moss, Rydal","Kendal",1,0.000685400959561343,0.771076079506514,33344,33434,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"374","B33344-33476","White Moss, Rydal","Endmoor",1,0.000685400959561343,0.771761480466076,33344,33476,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"375","B33345-33445","Newlands","Far Sawrey",1,0.000685400959561343,0.772446881425637,33345,33445,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"376","B33346-33364","Blea Tarn, Great Langdale","Langdales",1,0.000685400959561343,0.773132282385198,33346,33364,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"377","B33349-33558","Lorton","Keswick",1,0.000685400959561343,0.77381768334476,33349,33558,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"378","B33350-33351","Ravenglass","Muncaster Castle",1,0.000685400959561343,0.774503084304321,33350,33351,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"379","B33350-33595","Ravenglass","Eskdale Green",1,0.000685400959561343,0.775188485263883,33350,33595,2,0,0,0,0,1,2,0,0,1,2,0,0,3,6
"380","B33350-33622","Ravenglass","Wastwater, Eskdale",1,0.000685400959561343,0.775873886223444,33350,33622,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"381","B33351-33358","Muncaster Castle","Low Arnside, Coniston",1,0.000685400959561343,0.776559287183005,33351,33358,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"382","B33351-33558","Muncaster Castle","Keswick",1,0.000685400959561343,0.777244688142567,33351,33558,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"383","B33352-33362","Tarn Hows","Chapel Stile",1,0.000685400959561343,0.777930089102128,33352,33362,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"384","B33352-33431","Tarn Hows","Windermere",1,0.000685400959561343,0.778615490061689,33352,33431,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"385","B33352-33441","Tarn Hows","Lakeside",1,0.000685400959561343,0.779300891021251,33352,33441,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"386","B33352-33529","Tarn Hows","Rydal",1,0.000685400959561343,0.779986291980812,33352,33529,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"387","B33353-33358","Elterwater","Low Arnside, Coniston",1,0.000685400959561343,0.780671692940374,33353,33358,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"388","B33353-33403","Elterwater","Backbarrow",1,0.000685400959561343,0.781357093899935,33353,33403,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"389","B33353-33541","Elterwater","Troutbeck Pub, Troutbeck",1,0.000685400959561343,0.782042494859496,33353,33541,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"390","B33355-33362","Old Dungeon Ghyll","Chapel Stile",1,0.000685400959561343,0.782727895819058,33355,33362,2,1,2,1,2,0,0,0,0,0,0,0,0,3,6
"391","B33355-33410","Old Dungeon Ghyll","Lancaster Railway Station, Lancaster",1,0.000685400959561343,0.783413296778619,33355,33410,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"392","B33355-33418","Old Dungeon Ghyll","Ings",1,0.000685400959561343,0.78409869773818,33355,33418,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"393","B33355-33431","Old Dungeon Ghyll","Windermere",1,0.000685400959561343,0.784784098697742,33355,33431,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"394","B33358-33367","Low Arnside, Coniston","Hardknott Pass, Cockley Beck",1,0.000685400959561343,0.785469499657303,33358,33367,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"395","B33358-33370","Low Arnside, Coniston","Rosthwaite",1,0.000685400959561343,0.786154900616865,33358,33370,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"396","B33358-33382","Low Arnside, Coniston","Wigan",1,0.000685400959561343,0.786840301576426,33358,33382,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"397","B33358-33403","Low Arnside, Coniston","Backbarrow",1,0.000685400959561343,0.787525702535987,33358,33403,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"398","B33358-33419","Low Arnside, Coniston","Staveley",1,0.000685400959561343,0.788211103495549,33358,33419,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"399","B33358-33421","Low Arnside, Coniston","Carnforth",1,0.000685400959561343,0.78889650445511,33358,33421,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"400","B33358-33422","Low Arnside, Coniston","Allithwaite",1,0.000685400959561343,0.789581905414671,33358,33422,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"401","B33358-33434","Low Arnside, Coniston","Kendal",1,0.000685400959561343,0.790267306374233,33358,33434,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"402","B33358-33441","Low Arnside, Coniston","Lakeside",1,0.000685400959561343,0.790952707333794,33358,33441,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"403","B33358-33494","Low Arnside, Coniston","Accrington",1,0.000685400959561343,0.791638108293356,33358,33494,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"404","B33358-33522","Low Arnside, Coniston","Cheshire",1,0.000685400959561343,0.792323509252917,33358,33522,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"405","B33358-33525","Low Arnside, Coniston","Dalton",1,0.000685400959561343,0.793008910212478,33358,33525,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"406","B33358-33551","Low Arnside, Coniston","Ingleton",1,0.000685400959561343,0.79369431117204,33358,33551,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
"407","B33358-33552","Low Arnside, Coniston","Braithwaite",1,0.000685400959561343,0.794379712131601,33358,33552,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"408","B33358-33569","Low Arnside, Coniston","Tarn Oak",1,0.000685400959561343,0.795065113091162,33358,33569,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"409","B33358-33570","Low Arnside, Coniston","Cockermouth",1,0.000685400959561343,0.795750514050724,33358,33570,4,1,1,0,0,0,0,0,0,0,0,0,0,2,5
"410","B33358-33591","Low Arnside, Coniston","Bradford",1,0.000685400959561343,0.796435915010285,33358,33591,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8
"411","B33358-33592","Low Arnside, Coniston","Leeds",1,0.000685400959561343,0.797121315969847,33358,33592,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"412","B33358-33594","Low Arnside, Coniston","Ramsbottom",1,0.000685400959561343,0.797806716929408,33358,33594,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"413","B33358-33595","Low Arnside, Coniston","Eskdale Green",1,0.000685400959561343,0.798492117888969,33358,33595,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"414","B33358-33604","Low Arnside, Coniston","Southampton",1,0.000685400959561343,0.799177518848531,33358,33604,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"415","B33358-33611","Low Arnside, Coniston","London",1,0.000685400959561343,0.799862919808092,33358,33611,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"416","B33358-33614","Low Arnside, Coniston","Gateshead",1,0.000685400959561343,0.800548320767653,33358,33614,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"417","B33358-33626","Low Arnside, Coniston","Mirfield",1,0.000685400959561343,0.801233721727215,33358,33626,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"418","B33358-33628","Low Arnside, Coniston","Manchester",1,0.000685400959561343,0.801919122686776,33358,33628,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"419","B33359-33427","Coniston Water, Coniston","Windermere Lake, Windermere",1,0.000685400959561343,0.802604523646338,33359,33427,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"420","B33359-33507","Coniston Water, Coniston","Hawkshead",1,0.000685400959561343,0.803289924605899,33359,33507,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"421","B33359-33570","Coniston Water, Coniston","Cockermouth",1,0.000685400959561343,0.80397532556546,33359,33570,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"422","B33359-33595","Coniston Water, Coniston","Eskdale Green",1,0.000685400959561343,0.804660726525022,33359,33595,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"423","B33362-33364","Chapel Stile","Langdales",1,0.000685400959561343,0.805346127484583,33362,33364,2,0,0,4,12,0,0,0,0,0,0,0,0,5,14
"424","B33362-33448","Chapel Stile","Stainton",1,0.000685400959561343,0.806031528444144,33362,33448,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"425","B33362-33470","Chapel Stile","Waterhead",1,0.000685400959561343,0.806716929403706,33362,33470,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"426","B33362-33507","Chapel Stile","Hawkshead",1,0.000685400959561343,0.807402330363267,33362,33507,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"427","B33364-33368","Langdales","Wrynose, Cockley Beck",1,0.000685400959561343,0.808087731322829,33364,33368,6,0,0,1,2,0,0,0,0,0,0,0,0,2,8
"428","B33364-33378","Langdales","Dalton in Furness",1,0.000685400959561343,0.80877313228239,33364,33378,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"429","B33364-33386","Langdales","Lancashire",1,0.000685400959561343,0.809458533241951,33364,33386,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"430","B33364-33410","Langdales","Lancaster Railway Station, Lancaster",1,0.000685400959561343,0.810143934201513,33364,33410,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"431","B33364-33433","Langdales","White Moss",1,0.000685400959561343,0.810829335161074,33364,33433,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"432","B33364-33466","Langdales","High Wray",1,0.000685400959561343,0.811514736120636,33364,33466,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"433","B33364-33502","Langdales","Oxenholme Railway Station, Oxenholme",1,0.000685400959561343,0.812200137080197,33364,33502,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"434","B33364-33525","Langdales","Dalton",1,0.000685400959561343,0.812885538039758,33364,33525,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"435","B33364-33529","Langdales","Rydal",1,0.000685400959561343,0.81357093899932,33364,33529,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"436","B33364-33560","Langdales","Mirehouse, Keswick",1,0.000685400959561343,0.814256339958881,33364,33560,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"437","B33364-33570","Langdales","Cockermouth",1,0.000685400959561343,0.814941740918442,33364,33570,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"438","B33364-33592","Langdales","Leeds",1,0.000685400959561343,0.815627141878004,33364,33592,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"439","B33364-33617","Langdales","York",1,0.000685400959561343,0.816312542837565,33364,33617,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"440","B33364-33629","Langdales","Acorn Bank, Temple Sowerby",1,0.000685400959561343,0.816997943797127,33364,33629,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"441","B33365-33419","Wythburn","Staveley",1,0.000685400959561343,0.817683344756688,33365,33419,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"442","B33367-33507","Hardknott Pass, Cockley Beck","Hawkshead",1,0.000685400959561343,0.818368745716249,33367,33507,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"443","B33367-33562","Hardknott Pass, Cockley Beck","Wasdale",1,0.000685400959561343,0.819054146675811,33367,33562,5,0,0,1,5,0,0,0,0,0,0,0,0,1,5
"444","B33367-33595","Hardknott Pass, Cockley Beck","Eskdale Green",1,0.000685400959561343,0.819739547635372,33367,33595,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"445","B33367-33597","Hardknott Pass, Cockley Beck","Aspatria",1,0.000685400959561343,0.820424948594933,33367,33597,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"446","B33369-33431","Cockley Beck Bridge","Windermere",1,0.000685400959561343,0.821110349554495,33369,33431,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"447","B33369-33467","Cockley Beck Bridge","Wray Castle",1,0.000685400959561343,0.821795750514056,33369,33467,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"448","B33370-33399","Rosthwaite","Grange, Keswick",1,0.000685400959561343,0.822481151473618,33370,33399,2,0,0,1,4,0,0,0,0,0,0,0,0,2,6
"449","B33371-33554","Seatoller","Catbells, Manesty",1,0.000685400959561343,0.823166552433179,33371,33554,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"450","B33373-33491","Gretna Green","Hadrian's Wall",1,0.000685400959561343,0.82385195339274,33373,33491,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"451","B33374-33510","Ormskirk","Ambleside",1,0.000685400959561343,0.824537354352302,33374,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"452","B33375-33510","Heysham","Ambleside",1,0.000685400959561343,0.825222755311863,33375,33510,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"453","B33377-33529","Bolton le Sands","Rydal",1,0.000685400959561343,0.825908156271424,33377,33529,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"454","B33378-33430","Dalton in Furness","Bowness",1,0.000685400959561343,0.826593557230986,33378,33430,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"455","B33378-33559","Dalton in Furness","Seathwaite",1,0.000685400959561343,0.827278958190547,33378,33559,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"456","B33379-33470","South Lakes Animal Park, Dalton in Furness","Waterhead",1,0.000685400959561343,0.827964359150109,33379,33470,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"457","B33380-33419","Yeovil","Staveley",1,0.000685400959561343,0.82864976010967,33380,33419,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"458","B33381-33410","Leyland","Lancaster Railway Station, Lancaster",1,0.000685400959561343,0.829335161069231,33381,33410,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"459","B33382-33430","Wigan","Bowness",1,0.000685400959561343,0.830020562028793,33382,33430,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"460","B33383-33510","Chorley","Ambleside",1,0.000685400959561343,0.830705962988354,33383,33510,2,0,0,0,0,0,0,1,2,0,0,0,0,2,4
"461","B33388-33430","Low Bentham","Bowness",1,0.000685400959561343,0.831391363947915,33388,33430,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"462","B33388-33434","Low Bentham","Kendal",1,0.000685400959561343,0.832076764907477,33388,33434,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"463","B33389-33510","Burton in Lonsdale","Ambleside",1,0.000685400959561343,0.832762165867038,33389,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"464","B33390-33510","High Bentham","Ambleside",1,0.000685400959561343,0.8334475668266,33390,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"465","B33391-33510","Buttermere","Ambleside",1,0.000685400959561343,0.834132967786161,33391,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"466","B33391-33529","Buttermere","Rydal",1,0.000685400959561343,0.834818368745722,33391,33529,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"467","B33391-33558","Buttermere","Keswick",1,0.000685400959561343,0.835503769705284,33391,33558,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"468","B33392-33558","Gosforth","Keswick",1,0.000685400959561343,0.836189170664845,33392,33558,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"469","B33395-33399","Watendlath","Grange, Keswick",1,0.000685400959561343,0.836874571624406,33395,33399,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"470","B33396-33510","Wasdale Head","Ambleside",1,0.000685400959561343,0.837559972583968,33396,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"471","B33397-33510","Honister Pass","Ambleside",1,0.000685400959561343,0.838245373543529,33397,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"472","B33398-33510","Whinlatter","Ambleside",1,0.000685400959561343,0.838930774503091,33398,33510,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"473","B33399-33434","Grange, Keswick","Kendal",1,0.000685400959561343,0.839616175462652,33399,33434,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"474","B33399-33537","Grange, Keswick","Patterdale",1,0.000685400959561343,0.840301576422213,33399,33537,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"475","B33399-33640","Grange, Keswick","Brockhole",1,0.000685400959561343,0.840986977381775,33399,33640,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"476","B33400-33419","Thirlmere","Staveley",1,0.000685400959561343,0.841672378341336,33400,33419,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"477","B33403-33434","Backbarrow","Kendal",1,0.000685400959561343,0.842357779300898,33403,33434,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"478","B33403-33510","Backbarrow","Ambleside",1,0.000685400959561343,0.843043180260459,33403,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"479","B33403-33530","Backbarrow","Meathop",1,0.000685400959561343,0.84372858122002,33403,33530,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"480","B33404-33408","Newby Bridge","Arnside",1,0.000685400959561343,0.844413982179582,33404,33408,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"481","B33404-33410","Newby Bridge","Lancaster Railway Station, Lancaster",1,0.000685400959561343,0.845099383139143,33404,33410,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"482","B33404-33431","Newby Bridge","Windermere",1,0.000685400959561343,0.845784784098704,33404,33431,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"483","B33404-33434","Newby Bridge","Kendal",1,0.000685400959561343,0.846470185058266,33404,33434,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"484","B33404-33455","Newby Bridge","Levens",1,0.000685400959561343,0.847155586017827,33404,33455,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"485","B33404-33470","Newby Bridge","Waterhead",1,0.000685400959561343,0.847840986977389,33404,33470,2,0,0,1,2,0,0,0,0,0,0,0,0,2,4
"486","B33404-33519","Newby Bridge","Durham",1,0.000685400959561343,0.84852638793695,33404,33519,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"487","B33404-33543","Newby Bridge","South Gloustershire",1,0.000685400959561343,0.849211788896511,33404,33543,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"488","B33404-33558","Newby Bridge","Keswick",1,0.000685400959561343,0.849897189856073,33404,33558,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"489","B33404-33592","Newby Bridge","Leeds",1,0.000685400959561343,0.850582590815634,33404,33592,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"490","B33404-33619","Newby Bridge","Sedburgh",1,0.000685400959561343,0.851267991775195,33404,33619,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"491","B33404-33628","Newby Bridge","Manchester",1,0.000685400959561343,0.851953392734757,33404,33628,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"492","B33405-33431","Whitbarrow Scar, Witherslack","Windermere",1,0.000685400959561343,0.852638793694318,33405,33431,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"493","B33405-33453","Whitbarrow Scar, Witherslack","Ullswater",1,0.000685400959561343,0.85332419465388,33405,33453,4,0,0,1,4,0,0,0,0,0,0,0,0,1,4
"494","B33405-33458","Whitbarrow Scar, Witherslack","Whitbarrow, Witherslack",1,0.000685400959561343,0.854009595613441,33405,33458,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"495","B33405-33464","Whitbarrow Scar, Witherslack","Bowland",1,0.000685400959561343,0.854694996573002,33405,33464,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"496","B33406-33505","Damsondene","Middlesbrough",1,0.000685400959561343,0.855380397532564,33406,33505,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"497","B33407-33430","Crossthwaite","Bowness",1,0.000685400959561343,0.856065798492125,33407,33430,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"498","B33408-33430","Arnside","Bowness",1,0.000685400959561343,0.856751199451686,33408,33430,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"499","B33408-33507","Arnside","Hawkshead",1,0.000685400959561343,0.857436600411248,33408,33507,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"500","B33408-33510","Arnside","Ambleside",1,0.000685400959561343,0.858122001370809,33408,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"501","B33409-33430","Hest Bank","Bowness",1,0.000685400959561343,0.858807402330371,33409,33430,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6
"502","B33410-33419","Lancaster Railway Station, Lancaster","Staveley",1,0.000685400959561343,0.859492803289932,33410,33419,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"503","B33410-33479","Lancaster Railway Station, Lancaster","Penrith",1,0.000685400959561343,0.860178204249493,33410,33479,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"504","B33410-33510","Lancaster Railway Station, Lancaster","Ambleside",1,0.000685400959561343,0.860863605209055,33410,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"505","B33410-33529","Lancaster Railway Station, Lancaster","Rydal",1,0.000685400959561343,0.861549006168616,33410,33529,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"506","B33414-33430","Garstang","Bowness",1,0.000685400959561343,0.862234407128177,33414,33430,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"507","B33414-33507","Garstang","Hawkshead",1,0.000685400959561343,0.862919808087739,33414,33507,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"508","B33415-33416","Milnthorpe","Beetham",1,0.000685400959561343,0.8636052090473,33415,33416,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"509","B33415-33430","Milnthorpe","Bowness",1,0.000685400959561343,0.864290610006862,33415,33430,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"510","B33415-33530","Milnthorpe","Meathop",1,0.000685400959561343,0.864976010966423,33415,33530,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
