"","RouteID","StartDestName","EndDestName","CarJourneys","","","StartDestID","EndDestID","CarTarvellers","BusJourneys","BusTarvellers","FootJourneys","FootTarvellers","BoatJourneys","BoatTarvellers","CycleJourneys","CycleTarvellers","TrainJourneys","TrainTarvellers","MotorbikeJourneys","MotorbikeTravellers","TotalJourneys","TotalTravellers"
"170","B33434-33529","Kendal","Rydal",2,0.00137080191912269,0.620287868403013,33434,33529,5,1,2,0,0,0,0,0,0,0,0,0,0,3,7
"171","B33441-33507","Lakeside","Hawkshead",2,0.00137080191912269,0.621658670322136,33441,33507,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"172","B33441-33529","Lakeside","Rydal",2,0.00137080191912269,0.623029472241258,33441,33529,11,0,0,1,2,0,0,0,0,0,0,0,0,3,13
"173","B33453-33558","Ullswater","Keswick",2,0.00137080191912269,0.624400274160381,33453,33558,9,0,0,0,0,0,0,0,0,0,0,0,0,3,10
"174","B33462-33510","Limefitt, Windermere","Ambleside",2,0.00137080191912269,0.625771076079504,33462,33510,6,0,0,0,0,0,0,0,0,0,0,0,0,2,6
"175","B33470-33507","Waterhead","Hawkshead",2,0.00137080191912269,0.627141877998626,33470,33507,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10
"176","B33470-33564","Waterhead","Edinburgh",2,0.00137080191912269,0.628512679917749,33470,33564,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"177","B33471-33510","Low Wood, Windermere","Ambleside",2,0.00137080191912269,0.629883481836872,33471,33510,7,0,0,3,12,0,0,1,1,0,0,0,0,6,20
"178","B33478-33581","Rheged","Larch Cottage, Melkinthorpe",2,0.00137080191912269,0.631254283755994,33478,33581,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"179","B33510-33601","Ambleside","Broughton",2,0.00137080191912269,0.632625085675117,33510,33601,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8
"180","B33510-33616","Ambleside","Skipton",2,0.00137080191912269,0.63399588759424,33510,33616,22,0,0,0,0,0,0,0,0,0,0,0,0,2,22
"181","B33510-33627","Ambleside","Stockport",2,0.00137080191912269,0.635366689513362,33510,33627,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8
"182","B33510-33640","Ambleside","Brockhole",2,0.00137080191912269,0.636737491432485,33510,33640,9,1,2,3,8,2,8,0,0,0,0,0,0,8,27
"183","B33558-33570","Keswick","Cockermouth",2,0.00137080191912269,0.638108293351607,33558,33570,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"184","B33562-33631","Wasdale","Whitehaven",2,0.00137080191912269,0.63947909527073,33562,33631,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8
"185","B33570-33640","Cockermouth","Brockhole",2,0.00137080191912269,0.640849897189853,33570,33640,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"186","B33585-33595","Stratford Upon Avon","Eskdale Green",2,0.00137080191912269,0.642220699108975,33585,33595,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"187","B33601-33631","Broughton","Whitehaven",2,0.00137080191912269,0.643591501028098,33601,33631,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8
"188","B33279-33434","Bennlech","Kendal",1,0.000685400959561343,0.644276901987659,33279,33434,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"189","B33280-33430","Walney Island","Bowness",1,0.000685400959561343,0.644962302947221,33280,33430,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"190","B33280-33510","Walney Island","Ambleside",1,0.000685400959561343,0.645647703906782,33280,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"191","B33280-33558","Walney Island","Keswick",1,0.000685400959561343,0.646333104866344,33280,33558,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"192","B33281-33290","Barrow in Furness","Ulverston Railway Station, Ulverston",1,0.000685400959561343,0.647018505825905,33281,33290,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"193","B33281-33305","Barrow in Furness","Broughton in Furness",1,0.000685400959561343,0.647703906785466,33281,33305,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"194","B33281-33334","Barrow in Furness","Grasmere",1,0.000685400959561343,0.648389307745028,33281,33334,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"195","B33281-33359","Barrow in Furness","Coniston Water, Coniston",1,0.000685400959561343,0.649074708704589,33281,33359,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"196","B33281-33404","Barrow in Furness","Newby Bridge",1,0.000685400959561343,0.64976010966415,33281,33404,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"197","B33281-33410","Barrow in Furness","Lancaster Railway Station, Lancaster",1,0.000685400959561343,0.650445510623712,33281,33410,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"198","B33281-33424","Barrow in Furness","Fell Foot",1,0.000685400959561343,0.651130911583273,33281,33424,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"199","B33281-33431","Barrow in Furness","Windermere",1,0.000685400959561343,0.651816312542835,33281,33431,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"200","B33282-33304","Lyndale","Grange over Sands",1,0.000685400959561343,0.652501713502396,33282,33304,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"201","B33283-33334","Under Barrow","Grasmere",1,0.000685400959561343,0.653187114461957,33283,33334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"202","B33283-33358","Under Barrow","Low Arnside, Coniston",1,0.000685400959561343,0.653872515421519,33283,33358,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"203","B33283-33364","Under Barrow","Langdales",1,0.000685400959561343,0.65455791638108,33283,33364,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"204","B33283-33431","Under Barrow","Windermere",1,0.000685400959561343,0.655243317340641,33283,33431,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"205","B33283-33510","Under Barrow","Ambleside",1,0.000685400959561343,0.655928718300203,33283,33510,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"206","B33284-33288","Haverigg","Wastwater",1,0.000685400959561343,0.656614119259764,33284,33288,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"207","B33284-33305","Haverigg","Broughton in Furness",1,0.000685400959561343,0.657299520219326,33284,33305,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"208","B33284-33317","Haverigg","Grizedale",1,0.000685400959561343,0.657984921178887,33284,33317,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"209","B33284-33350","Haverigg","Ravenglass",1,0.000685400959561343,0.658670322138448,33284,33350,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"210","B33284-33358","Haverigg","Low Arnside, Coniston",1,0.000685400959561343,0.65935572309801,33284,33358,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"211","B33284-33561","Haverigg","Swinside",1,0.000685400959561343,0.660041124057571,33284,33561,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"212","B33285-33305","Millom Railway Station, Millom","Broughton in Furness",1,0.000685400959561343,0.660726525017132,33285,33305,3,0,0,1,3,0,0,0,0,0,0,0,0,1,3
"213","B33285-33350","Millom Railway Station, Millom","Ravenglass",1,0.000685400959561343,0.661411925976694,33285,33350,3,0,0,1,3,0,0,0,0,1,3,0,0,1,3
"214","B33285-33358","Millom Railway Station, Millom","Low Arnside, Coniston",1,0.000685400959561343,0.662097326936255,33285,33358,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"215","B33285-33628","Millom Railway Station, Millom","Manchester",1,0.000685400959561343,0.662782727895817,33285,33628,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"216","B33286-33305","Ravenglass Railway Station, Ravenglass","Broughton in Furness",1,0.000685400959561343,0.663468128855378,33286,33305,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"217","B33286-33352","Ravenglass Railway Station, Ravenglass","Tarn Hows",1,0.000685400959561343,0.664153529814939,33286,33352,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"218","B33286-33358","Ravenglass Railway Station, Ravenglass","Low Arnside, Coniston",1,0.000685400959561343,0.664838930774501,33286,33358,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"219","B33286-33367","Ravenglass Railway Station, Ravenglass","Hardknott Pass, Cockley Beck",1,0.000685400959561343,0.665524331734062,33286,33367,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"220","B33286-33510","Ravenglass Railway Station, Ravenglass","Ambleside",1,0.000685400959561343,0.666209732693623,33286,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"221","B33286-33562","Ravenglass Railway Station, Ravenglass","Wasdale",1,0.000685400959561343,0.666895133653185,33286,33562,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"222","B33286-33568","Ravenglass Railway Station, Ravenglass","St Bees",1,0.000685400959561343,0.667580534612746,33286,33568,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"223","B33288-33350","Wastwater","Ravenglass",1,0.000685400959561343,0.668265935572308,33288,33350,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"224","B33288-33441","Wastwater","Lakeside",1,0.000685400959561343,0.668951336531869,33288,33441,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"225","B33288-33470","Wastwater","Waterhead",1,0.000685400959561343,0.66963673749143,33288,33470,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"226","B33289-33406","Waterside","Damsondene",1,0.000685400959561343,0.670322138450992,33289,33406,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"227","B33290-33295","Ulverston Railway Station, Ulverston","Cartmel",1,0.000685400959561343,0.671007539410553,33290,33295,2,2,4,0,0,0,0,0,0,0,0,0,0,3,6
"228","B33290-33305","Ulverston Railway Station, Ulverston","Broughton in Furness",1,0.000685400959561343,0.671692940370115,33290,33305,3,1,2,0,0,0,0,0,0,0,0,0,0,2,5
"229","B33290-33325","Ulverston Railway Station, Ulverston","Lowick Green",1,0.000685400959561343,0.672378341329676,33290,33325,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"230","B33290-33331","Ulverston Railway Station, Ulverston","Skelwith",1,0.000685400959561343,0.673063742289237,33290,33331,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"231","B33290-33393","Ulverston Railway Station, Ulverston","Salford, Egremont",1,0.000685400959561343,0.673749143248799,33290,33393,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"232","B33290-33403","Ulverston Railway Station, Ulverston","Backbarrow",1,0.000685400959561343,0.67443454420836,33290,33403,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"233","B33290-33404","Ulverston Railway Station, Ulverston","Newby Bridge",1,0.000685400959561343,0.675119945167921,33290,33404,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"234","B33290-33408","Ulverston Railway Station, Ulverston","Arnside",1,0.000685400959561343,0.675805346127483,33290,33408,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"235","B33290-33414","Ulverston Railway Station, Ulverston","Garstang",1,0.000685400959561343,0.676490747087044,33290,33414,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"236","B33290-33441","Ulverston Railway Station, Ulverston","Lakeside",1,0.000685400959561343,0.677176148046606,33290,33441,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"237","B33290-33506","Ulverston Railway Station, Ulverston","Barngate",1,0.000685400959561343,0.677861549006167,33290,33506,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"238","B33290-33507","Ulverston Railway Station, Ulverston","Hawkshead",1,0.000685400959561343,0.678546949965728,33290,33507,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"239","B33290-33510","Ulverston Railway Station, Ulverston","Ambleside",1,0.000685400959561343,0.67923235092529,33290,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"240","B33291-33364","Conishead, Ulverston","Langdales",1,0.000685400959561343,0.679917751884851,33291,33364,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"241","B33293-33441","Torver","Lakeside",1,0.000685400959561343,0.680603152844412,33293,33441,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"242","B33293-33510","Torver","Ambleside",1,0.000685400959561343,0.681288553803974,33293,33510,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"243","B33295-33399","Cartmel","Grange, Keswick",1,0.000685400959561343,0.681973954763535,33295,33399,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"244","B33295-33420","Cartmel","Morecambe",1,0.000685400959561343,0.682659355723097,33295,33420,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"245","B33295-33434","Cartmel","Kendal",1,0.000685400959561343,0.683344756682658,33295,33434,5,1,2,0,0,0,0,0,0,0,0,0,0,2,7
"246","B33295-33441","Cartmel","Lakeside",1,0.000685400959561343,0.684030157642219,33295,33441,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"247","B33295-33453","Cartmel","Ullswater",1,0.000685400959561343,0.684715558601781,33295,33453,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"248","B33295-33509","Cartmel","Fairfield, Wythburn",1,0.000685400959561343,0.685400959561342,33295,33509,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"249","B33295-33510","Cartmel","Ambleside",1,0.000685400959561343,0.686086360520903,33295,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"250","B33295-33591","Cartmel","Bradford",1,0.000685400959561343,0.686771761480465,33295,33591,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"251","B33296-33441","Wirral","Lakeside",1,0.000685400959561343,0.687457162440026,33296,33441,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"252","B33297-33431","Knott End","Windermere",1,0.000685400959561343,0.688142563399588,33297,33431,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"253","B33297-33510","Knott End","Ambleside",1,0.000685400959561343,0.688827964359149,33297,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"254","B33298-33358","Flookburgh","Low Arnside, Coniston",1,0.000685400959561343,0.68951336531871,33298,33358,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"255","B33299-33640","Ellesmere","Brockhole",1,0.000685400959561343,0.690198766278272,33299,33640,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"256","B33300-33334","Wrea Green","Grasmere",1,0.000685400959561343,0.690884167237833,33300,33334,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"257","B33303-33510","Pilling","Ambleside",1,0.000685400959561343,0.691569568197394,33303,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"258","B33304-33313","Grange over Sands","Greenodd",1,0.000685400959561343,0.692254969156956,33304,33313,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"259","B33304-33364","Grange over Sands","Langdales",1,0.000685400959561343,0.692940370116517,33304,33364,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"260","B33304-33422","Grange over Sands","Allithwaite",1,0.000685400959561343,0.693625771076079,33304,33422,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"261","B33304-33431","Grange over Sands","Windermere",1,0.000685400959561343,0.69431117203564,33304,33431,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"262","B33304-33441","Grange over Sands","Lakeside",1,0.000685400959561343,0.694996572995201,33304,33441,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"263","B33304-33628","Grange over Sands","Manchester",1,0.000685400959561343,0.695681973954763,33304,33628,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"264","B33304-33640","Grange over Sands","Brockhole",1,0.000685400959561343,0.696367374914324,33304,33640,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"265","B33305-33340","Broughton in Furness","Skelwith Bridge",1,0.000685400959561343,0.697052775873885,33305,33340,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"266","B33305-33561","Broughton in Furness","Swinside",1,0.000685400959561343,0.697738176833447,33305,33561,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"267","B33305-33570","Broughton in Furness","Cockermouth",1,0.000685400959561343,0.698423577793008,33305,33570,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"268","B33306-33431","Stickle Ghyll","Windermere",1,0.000685400959561343,0.69910897875257,33306,33431,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"269","B33307-33358","Somerset","Low Arnside, Coniston",1,0.000685400959561343,0.699794379712131,33307,33358,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"270","B33309-33431","Fell Foot Country Park, Newby Bridge","Windermere",1,0.000685400959561343,0.700479780671692,33309,33431,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"271","B33309-33623","Fell Foot Country Park, Newby Bridge","Kirkby Lonsdale",1,0.000685400959561343,0.701165181631254,33309,33623,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"272","B33310-33510","Midlands","Ambleside",1,0.000685400959561343,0.701850582590815,33310,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"273","B33311-33314","Liverpool","Low Wood",1,0.000685400959561343,0.702535983550376,33311,33314,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"274","B33311-33430","Liverpool","Bowness",1,0.000685400959561343,0.703221384509938,33311,33430,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"275","B33311-33507","Liverpool","Hawkshead",1,0.000685400959561343,0.703906785469499,33311,33507,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"276","B33313-33358","Greenodd","Low Arnside, Coniston",1,0.000685400959561343,0.704592186429061,33313,33358,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"277","B33314-33334","Low Wood","Grasmere",1,0.000685400959561343,0.705277587388622,33314,33334,4,1,3,0,0,0,0,0,0,0,0,0,0,2,7
"278","B33314-33343","Low Wood","Loughrigg Fell, Loughrigg",1,0.000685400959561343,0.705962988348183,33314,33343,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"279","B33314-33372","Low Wood","Low Rigg Fell, St John's in the Vale",1,0.000685400959561343,0.706648389307745,33314,33372,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"280","B33314-33404","Low Wood","Newby Bridge",1,0.000685400959561343,0.707333790267306,33314,33404,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"281","B33314-33441","Low Wood","Lakeside",1,0.000685400959561343,0.708019191226868,33314,33441,5,0,0,0,0,1,3,0,0,0,0,0,0,2,8
"282","B33314-33446","Low Wood","Near Sawrey",1,0.000685400959561343,0.708704592186429,33314,33446,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"283","B33314-33456","Low Wood","Sizergh Castle, Sizergh",1,0.000685400959561343,0.70938999314599,33314,33456,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"284","B33314-33502","Low Wood","Oxenholme Railway Station, Oxenholme",1,0.000685400959561343,0.710075394105552,33314,33502,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"285","B33314-33513","Low Wood","Walsall",1,0.000685400959561343,0.710760795065113,33314,33513,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"286","B33314-33529","Low Wood","Rydal",1,0.000685400959561343,0.711446196024674,33314,33529,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"287","B33314-33547","Low Wood","Warrington",1,0.000685400959561343,0.712131596984236,33314,33547,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"288","B33314-33611","Low Wood","London",1,0.000685400959561343,0.712816997943797,33314,33611,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"289","B33314-33625","Low Wood","Lewes",1,0.000685400959561343,0.713502398903359,33314,33625,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"290","B33314-33628","Low Wood","Manchester",1,0.000685400959561343,0.71418779986292,33314,33628,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"291","B33315-33364","Haverthwaite","Langdales",1,0.000685400959561343,0.714873200822481,33315,33364,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"292","B33315-33430","Haverthwaite","Bowness",1,0.000685400959561343,0.715558601782043,33315,33430,2,0,0,0,0,2,11,0,0,1,7,0,0,3,13
"293","B33317-33320","Grizedale","Southport",1,0.000685400959561343,0.716244002741604,33317,33320,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"294","B33317-33352","Grizedale","Tarn Hows",1,0.000685400959561343,0.716929403701165,33317,33352,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"295","B33317-33353","Grizedale","Elterwater",1,0.000685400959561343,0.717614804660727,33317,33353,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"296","B33317-33446","Grizedale","Near Sawrey",1,0.000685400959561343,0.718300205620288,33317,33446,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"297","B33317-33507","Grizedale","Hawkshead",1,0.000685400959561343,0.71898560657985,33317,33507,1,0,0,0,0,0,0,1,2,0,0,0,0,2,3
"298","B33317-33529","Grizedale","Rydal",1,0.000685400959561343,0.719671007539411,33317,33529,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"299","B33318-33431","Kirkby","Windermere",1,0.000685400959561343,0.720356408498972,33318,33431,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"300","B33319-33431","St Helens","Windermere",1,0.000685400959561343,0.721041809458534,33319,33431,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"301","B33319-33510","St Helens","Ambleside",1,0.000685400959561343,0.721727210418095,33319,33510,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"302","B33320-33434","Southport","Kendal",1,0.000685400959561343,0.722412611377656,33320,33434,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"303","B33321-33334","Scafell","Grasmere",1,0.000685400959561343,0.723098012337218,33321,33334,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"304","B33321-33364","Scafell","Langdales",1,0.000685400959561343,0.723783413296779,33321,33364,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"305","B33322-33510","Lytham St Annes","Ambleside",1,0.000685400959561343,0.724468814256341,33322,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"306","B33323-33358","Blackpool","Low Arnside, Coniston",1,0.000685400959561343,0.725154215215902,33323,33358,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"307","B33323-33430","Blackpool","Bowness",1,0.000685400959561343,0.725839616175463,33323,33430,1,2,18,0,0,0,0,0,0,0,0,0,0,3,19
"308","B33323-33510","Blackpool","Ambleside",1,0.000685400959561343,0.726525017135025,33323,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"309","B33323-33558","Blackpool","Keswick",1,0.000685400959561343,0.727210418094586,33323,33558,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"310","B33323-33640","Blackpool","Brockhole",1,0.000685400959561343,0.727895819054147,33323,33640,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"311","B33324-33403","Lowick","Backbarrow",1,0.000685400959561343,0.728581220013709,33324,33403,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"312","B33326-33359","Brantwood House, Coniston","Coniston Water, Coniston",1,0.000685400959561343,0.72926662097327,33326,33359,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"313","B33327-33510","Low Sawrey","Ambleside",1,0.000685400959561343,0.729952021932832,33327,33510,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"314","B33328-33335","Brantwood","Little Arrow",1,0.000685400959561343,0.730637422892393,33328,33335,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"315","B33328-33403","Brantwood","Backbarrow",1,0.000685400959561343,0.731322823851954,33328,33403,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"316","B33328-33430","Brantwood","Bowness",1,0.000685400959561343,0.732008224811516,33328,33430,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"317","B33329-33507","Ferry, Hawkshead","Hawkshead",1,0.000685400959561343,0.732693625771077,33329,33507,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"318","B33331-33507","Skelwith","Hawkshead",1,0.000685400959561343,0.733379026730638,33331,33507,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"319","B33331-33562","Skelwith","Wasdale",1,0.000685400959561343,0.7340644276902,33331,33562,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"320","B33333-33340","Little Loughrigg","Skelwith Bridge",1,0.000685400959561343,0.734749828649761,33333,33340,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"321","B33333-33355","Little Loughrigg","Old Dungeon Ghyll",1,0.000685400959561343,0.735435229609323,33333,33355,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"322","B33334-33335","Grasmere","Little Arrow",1,0.000685400959561343,0.736120630568884,33334,33335,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"323","B33334-33337","Grasmere","Swan Hotel, Grasmere",1,0.000685400959561343,0.736806031528445,33334,33337,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"324","B33334-33340","Grasmere","Skelwith Bridge",1,0.000685400959561343,0.737491432488007,33334,33340,2,0,0,2,5,0,0,0,0,0,0,0,0,3,7
"325","B33334-33353","Grasmere","Elterwater",1,0.000685400959561343,0.738176833447568,33334,33353,2,0,0,3,8,0,0,0,0,0,0,0,0,4,10
"326","B33334-33363","Grasmere","Helm Crag, Grasmere",1,0.000685400959561343,0.73886223440713,33334,33363,2,0,0,5,17,0,0,0,0,0,0,0,0,6,20
"327","B33334-33370","Grasmere","Rosthwaite",1,0.000685400959561343,0.739547635366691,33334,33370,2,0,0,1,2,0,0,0,0,0,0,0,0,2,4
"328","B33334-33381","Grasmere","Leyland",1,0.000685400959561343,0.740233036326252,33334,33381,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"329","B33334-33382","Grasmere","Wigan",1,0.000685400959561343,0.740918437285814,33334,33382,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"330","B33334-33405","Grasmere","Whitbarrow Scar, Witherslack",1,0.000685400959561343,0.741603838245375,33334,33405,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"331","B33334-33408","Grasmere","Arnside",1,0.000685400959561343,0.742289239204936,33334,33408,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"332","B33334-33412","Grasmere","Natland",1,0.000685400959561343,0.742974640164498,33334,33412,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"333","B33334-33419","Grasmere","Staveley",1,0.000685400959561343,0.743660041124059,33334,33419,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"334","B33334-33421","Grasmere","Carnforth",1,0.000685400959561343,0.744345442083621,33334,33421,3,2,6,0,0,0,0,0,0,0,0,0,0,3,9
"335","B33334-33435","Grasmere","Cowan Head, Burneside",1,0.000685400959561343,0.745030843043182,33334,33435,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"336","B33334-33438","Grasmere","Howtown, Pooley Bridge",1,0.000685400959561343,0.745716244002743,33334,33438,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"337","B33334-33446","Grasmere","Near Sawrey",1,0.000685400959561343,0.746401644962305,33334,33446,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"338","B33334-33453","Grasmere","Ullswater",1,0.000685400959561343,0.747087045921866,33334,33453,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"339","B33334-33462","Grasmere","Limefitt, Windermere",1,0.000685400959561343,0.747772446881427,33334,33462,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"340","B33334-33471","Grasmere","Low Wood, Windermere",1,0.000685400959561343,0.748457847840989,33334,33471,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
